"type","route","crag","sector","grade","date","comment","commentRich","quality","style","country","region"
"sport","Ponzo-Sapiens","Foz de zafrané","cueva","8c+","2020-06-03","#FA                8c+ suave o 8c/c+ más dura que los 8c’s de la cueva creo... Combinación del primer largo de “Ponzoñarte” y el segundo de “Sapiens” Muy buena, ahora toca terminar el primer largo y hacerla entera!!!","#FA 8c+ suave o 8c/c+ más dura que los 8c’s de la cueva creo... Combinación del primer largo de “Ponzoñarte” y el segundo de “Sapiens” Muy buena, ahora toca terminar el primer largo y hacerla entera!!!","","redpoint","spain",""
"sport","The Punisher","Rodellar","gran boveda","8c+","2019-06-20","8c+/9a. Extensión de la clásica Minas Tirith, que completa esta para hacer todo el arco de la cueva y demás, darle un final picanton!! Buena visión Primo!!!","8c+/9a. Extensión de la clásica Minas Tirith, que completa esta para hacer todo el arco de la cueva y demás, darle un final picanton!! Buena visión Primo!!!","","redpoint","spain",""
"sport","El rastro","El pati","","8c+","2018-03-18","Hoy si!!!!! Brutal de buena!! Primera etapa conseguida!! Mil gracias a Sil por aguantar el frío tantos días!!! Y a Kymy que si no es por el hoy no vamos al sector!!!","Hoy si!!!!! Brutal de buena!! Primera etapa conseguida!! Mil gracias a Sil por aguantar el frío tantos días!!! Y a Kymy que si no es por el hoy no vamos al sector!!!","","redpoint","spain","Siurana"
"sport","Quijote Total","Alquezar","cuevas","8c+","2018-02-26","#FA                Impresionante vía de Seta!! Que tuvo una visión futurista al equiparla!!! Espolón súper estético con pasos de bloque, diferente a laa vías de difucultad de Alquezar pero sin duda una de las mejores de Aragon!!","#FA Impresionante vía de Seta!! Que tuvo una visión futurista al equiparla!!! Espolón súper estético con pasos de bloque, diferente a laa vías de difucultad de Alquezar pero sin duda una de las mejores de Aragon!!","","redpoint","spain","Barcelona"
"sport","Pipeline","Alquezar","cuevas","8c+","2018-01-31","#FA                Buenisima vía que equipe hace algún tiempo!! Movimientos técnicos sobre regletas en techo!! Creo que será sobre 8c+ pero más dura que los otros de la cueva, a ver si se repite y se confirma!!!","#FA Buenisima vía que equipe hace algún tiempo!! Movimientos técnicos sobre regletas en techo!! Creo que será sobre 8c+ pero más dura que los otros de la cueva, a ver si se repite y se confirma!!!","","redpoint","spain","Barcelona"
"sport","Fifty Words for Pump","Bob Marley","","8c+","2017-11-10","Ultimo dia, ultimo pegue!!! no me lo puedo creer!!! Triunfando con KymY, Danielo y Yordi!!!","Ultimo dia, ultimo pegue!!! no me lo puedo creer!!! Triunfando con KymY, Danielo y Yordi!!!","","redpoint","united states","Red River Gorge (KY)"
"sport","Primer engaño","Rodellar","ventnas","8c+","2017-09-05","Guapa vía con F.A. y apertura de Dani Andrada, Lucas mañana no perdones que la puerta esta abierta!!!","Guapa vía con F.A. y apertura de Dani Andrada, Lucas mañana no perdones que la puerta esta abierta!!!","","redpoint","spain",""
"sport","Soul surfer","Bielsa","foz de la canal","8c+","2017-08-13","Una de las mejores vías que he equipado, para mi más dura que los otros dos 8c+ del sector, 8c+/9a creo que sería lo correcto, contentísimo por hacerla!! seguimos motivados en la Foz!!!!","Una de las mejores vías que he equipado, para mi más dura que los otros dos 8c+ del sector, 8c+/9a creo que sería lo correcto, contentísimo por hacerla!! seguimos motivados en la Foz!!!!","","redpoint","spain",""
"sport","Dan-lemon","Rodellar","boveda","8c+","2017-07-16","Buena vía de Citro, después de 12+1 caídas en el último bloque me decanto más por el 8c+ que por el 8c.","Buena vía de Citro, después de 12+1 caídas en el último bloque me decanto más por el 8c+ que por el 8c.","","redpoint","spain",""
"sport","Los Cucos","Rodellar","ventanas","8c+","2017-05-18","#FA                8c+/9a Buenísima vía de Dani Andrada, haces CHC 8c+ para salir por Primer Engaño 8c+, cogiendo lo más duro de las dos vias, de no ser por el reposo de la mitad sería un sólido 9a, pero con él, le falta un poquito para llegar","#FA 8c+/9a Buenísima vía de Dani Andrada, haces CHC 8c+ para salir por Primer Engaño 8c+, cogiendo lo más duro de las dos vias, de no ser por el reposo de la mitad sería un sólido 9a, pero con él, le falta un poquito para llegar","","redpoint","spain",""
"sport","Chc","Rodellar","las ventanas del mascun","8c+","2017-05-13","Ch5 rebautizada a chc!! Buena vía de bloque!!!","Ch5 rebautizada a chc!! Buena vía de bloque!!!","","redpoint","spain",""
"sport","Mucho pain y poco gain","Rodellar","ventanas","8c+","2017-04-28","#FA                Hermana pequeña de ""No pain no gain"", haces dos tercios de esta y sales a la reu de Mistral, buscando el ""flow"" para el verdadero objetivo!!!!","#FA Hermana pequeña de ""No pain no gain"", haces dos tercios de esta y sales a la reu de Mistral, buscando el ""flow"" para el verdadero objetivo!!!!","","redpoint","spain",""
"sport","Kamaleonizazione","Foz de zafrané","cueva","8c+","2016-11-16","#FA                Primer 8c+ de la provincia de Zaragoza!!! Muy buena línea que tenía muchas ganas de tachar!! Dedicada al sueño de una gran amiga!!!!","#FA Primer 8c+ de la provincia de Zaragoza!!! Muy buena línea que tenía muchas ganas de tachar!! Dedicada al sueño de una gran amiga!!!!","","redpoint","spain",""
"sport","Palestina","Cuenca","valdecabras sur","8c+","2015-10-25","Muy muy contento!! No pensé que haría tan rápido!!! Preciosa vía con un muy buen estilo de apertura, enhorabuena Campe!! Sobre el grado, creo que es druida para 8c+ pero que le falta un poco para 9a, creo sinceramente que lo correcto sería 8c+/9a pero en esta página no hay casilla para marcar!!! Un placer compartir pegues y trucos con Kymy de la peña, si no es por la rodilla no la hago eh bicho!!!! y muchas gracias a todos los presentes por los ánimos, fue un momento muy bonito!!! Seguimos!!!!","Muy muy contento!! No pensé que haría tan rápido!!! Preciosa vía con un muy buen estilo de apertura, enhorabuena Campe!! Sobre el grado, creo que es druida para 8c+ pero que le falta un poco para 9a, creo sinceramente que lo correcto sería 8c+/9a pero en esta página no hay casilla para marcar!!! Un placer compartir pegues y trucos con Kymy de la peña, si no es por la rodilla no la hago eh bicho!!!! y muchas gracias a todos los presentes por los ánimos, fue un momento muy bonito!!! Seguimos!!!!","","redpoint","spain",""
"sport","Cosi Fan Tutte","Rodellar","piscineta","8c+","2015-08-17","Brutal, de lo mejor de Rodé, mil gracias a kimi por acompañarme estos días y por enseñarme el nudo de la suerte!! Y gracias también a Octavio por dejarme la cuerda!!!","Brutal, de lo mejor de Rodé, mil gracias a kimi por acompañarme estos días y por enseñarme el nudo de la suerte!! Y gracias también a Octavio por dejarme la cuerda!!!","","redpoint","spain",""
"sport","Honky mix","Oñate","korea 909b7","8c+","2015-07-26","Joder!!! Casi logra desquiciarme la trave!! Mikel te toca que tienes la puerta abierta!!!!","Joder!!! Casi logra desquiciarme la trave!! Mikel te toca que tienes la puerta abierta!!!!","","redpoint","spain",""
"sport","Minas tirith","Rodellar","gran boveda","8c+","2015-06-20","","","","redpoint","spain",""
"sport","Pata-tral","Rodellar","ventanas","8c+","2015-05-24","#FA                Hermana pequeña de Patanix!! Obra maestra de Beto entra por esta y la deja para salir por lo mas duro de Mistral en mi opinión un duro 8c+ o incluso 8c+/9a, ahora a por la de verdad!!!!!!","#FA Hermana pequeña de Patanix!! Obra maestra de Beto entra por esta y la deja para salir por lo mas duro de Mistral en mi opinión un duro 8c+ o incluso 8c+/9a, ahora a por la de verdad!!!!!!","","redpoint","spain",""
"sport","madame croché","Rodellar","gran boveda","8c+","2015-05-20","4 pegues, buenísima via de Citro!! Con un movimiento de circo!!,","4 pegues, buenísima via de Citro!! Con un movimiento de circo!!,","","redpoint","spain",""
"sport","Open your mind","Santa Linya","cuevita","8c+","2015-02-11","roca un poco destruida pero buena vía","roca un poco destruida pero buena vía","","redpoint","spain","Barcelona"
"sport","Blomu","Santa Linya","cova gran","8c+","2015-02-10","8c/+, no se, al principio pense que sería 8c duro, pero después de hacer la Open your Mind, no la veo más facil que esta última. pudo ser un deblete historico!!!!","8c/+, no se, al principio pense que sería 8c duro, pero después de hacer la Open your Mind, no la veo más facil que esta última. pudo ser un deblete historico!!!!","","redpoint","spain","Barcelona"
"sport","Tres satélites","Otiñar","cueva","8c+","2014-11-15","","","","redpoint","spain",""
"sport","La Chispa","Villanueva del Rosario","chilam","8c+","2014-11-10","#FA                Alucinante proyecto de Bernabé, una vía increíble que me ha hecho volver sólo con verle probarla la Primo!!!
Gracias por dejar estas joyas Berni!!!","#FA Alucinante proyecto de Bernabé, una vía increíble que me ha hecho volver sólo con verle probarla la Primo!!! Gracias por dejar estas joyas Berni!!!","","redpoint","spain",""
"sport","La Rubia","Villanueva del Rosario","chilam balam","8c+","2014-10-19","5p. de las mejores lineas de la deportiva que he visto nunca. el tercer pegue podria ser uno de los mejores pegues que he dado nunca.","5p. de las mejores lineas de la deportiva que he visto nunca. el tercer pegue podria ser uno de los mejores pegues que he dado nunca.","","redpoint","spain",""
"sport","Petite manie","Bielsa","foz de la canal","8c+","2014-07-29","Condiciones brutales!!! El mejor día del verano seguro!!!","Condiciones brutales!!! El mejor día del verano seguro!!!","","redpoint","spain",""
"sport","kif Kif Demain","Bielsa","foz de la canal","8c+","2014-07-06","Mucho respeto hacia Manu Lopez por hacer la primera ascensión de esta magnífica vía y proponer 9a,gran escalador!!!  Para mi estaría mejor de 8c+ pero solo es una opinión, las futuras repeticiones asentarán el grado.
Al margen de esto es una vía fantástica en un muro de ensueño... Felicidades a Manu por su FA!!","Mucho respeto hacia Manu Lopez por hacer la primera ascensión de esta magnífica vía y proponer 9a,gran escalador!!! Para mi estaría mejor de 8c+ pero solo es una opinión, las futuras repeticiones asentarán el grado. Al margen de esto es una vía fantástica en un muro de ensueño... Felicidades a Manu por su FA!!","","redpoint","spain",""
"sport","Ingravid Serps extension","Santa Linya","cueva","8c+","2014-03-30","Con el canto roto de la Rollito, para mi igual de dura que la Fabela.","Con el canto roto de la Rollito, para mi igual de dura que la Fabela.","","redpoint","spain","Barcelona"
"sport","Fabela","Santa Linya","cova gran","8c+","2014-02-25","","","","redpoint","spain","Barcelona"
"sport","Desafiando a Noa","Alquezar","cuevas","8c+","2013-12-19","#FA                Muy buena combo que surca 55 metros de techo, muy resistente para 8c, se me hace muy difícil graduar en esta cueva, no se ya se confirmara, al margen del grado, es una excursión impresionante!!!
Algo productivo en un dia lluvioso!!","#FA Muy buena combo que surca 55 metros de techo, muy resistente para 8c, se me hace muy difícil graduar en esta cueva, no se ya se confirmara, al margen del grado, es una excursión impresionante!!! Algo productivo en un dia lluvioso!!","","redpoint","spain","Barcelona"
"sport","Pati noso","El pati","","8c+","2013-03-15","","","","redpoint","spain","Siurana"
"sport","Políticamente corruptos","La visera de la coma","","8c+","2012-05-09","8c+/9a. muy guapa y física!!! termené la trilogía!!! Vamoooooosss!!!!","8c+/9a. muy guapa y física!!! termené la trilogía!!! Vamoooooosss!!!!","","redpoint","spain","Margalef"
"sport","Coma Sant Pere","La visera de la coma","","8c+","2012-03-17","7 pegues, motivado con Edu,Primo,Ben,Sasha, vamos Primo te toca jodeeeeerrrr!!!!","7 pegues, motivado con Edu,Primo,Ben,Sasha, vamos Primo te toca jodeeeeerrrr!!!!","","redpoint","spain","Margalef"
"sport","Potemkin","Cuenca","rincon de la ermita","8c+","2011-04-26","","","","redpoint","spain",""
"sport","el templo del cafe","Alquezar","las cuevas","8c+","2007-12-07","primera repetición despues de d.andrada,nose si sera 9a pero seguro que es la via mas dura de la cueva,9a,8c+....nose.a sido un buen dia!","primera repetición despues de d.andrada,nose si sera 9a pero seguro que es la via mas dura de la cueva,9a,8c+....nose.a sido un buen dia!","","redpoint","spain","Barcelona"
"sport","Desarrollo insostenible","Alquezar","cuevas","8c+","2007-01-09","#FA                otra obra maestra de beto.creo que sera 8c+,es bastante ma dura que tsunami,habrá que confirmar...","#FA otra obra maestra de beto.creo que sera 8c+,es bastante ma dura que tsunami,habrá que confirmar...","mega classic","redpoint","spain","Barcelona"
"sport","Desafiando atletas","Alquezar","","8c+","2004-12-26","conti","conti","","redpoint","spain","Barcelona"
"sport","Powerade","Vadiello","la caverna","8c+","2004-11-29","","","","redpoint","spain","Barcelona"
"sport","Desafiando a Tsunami","Alquezar","cuevas","8c+","2004-01-15","muu buena","muu buena","","redpoint","spain","Barcelona"
"sport","El quiebraley","Rodellar","ali baba","8c","2020-09-26","","","","redpoint","spain",""
"sport","Nonagenaria","Rodellar","la surgencia","8c","2020-08-05","2 pegues hoy + otros dos hace dos años. Vía de Citro que sirvió para el evento de La Sportiva hace un par de años. Buena","2 pegues hoy + otros dos hace dos años. Vía de Citro que sirvió para el evento de La Sportiva hace un par de años. Buena","","redpoint","spain",""
"sport","Tsunami","Oñate","korea 909b7","8c","2020-07-25","De las mejores, aunque en este muro decir eso...","De las mejores, aunque en este muro decir eso...","","redpoint","spain",""
"sport","hulk massa","Rodellar","ali baba","8c","2020-06-28","Guapa 8b+/c","Guapa 8b+/c","","redpoint","spain",""
"sport","Pyrenes","Los Meses","cueva de la paja","8c","2020-06-19","#FA                Viejo proyecto que quedaba por hacer, muy buena vía, totalmente natural... de las mejores!!","#FA Viejo proyecto que quedaba por hacer, muy buena vía, totalmente natural... de las mejores!!","","redpoint","spain",""
"sport","Mind Control","Oliana","contrafort de rumbau","8c","2019-12-29","Buenisima!!! con cada en la reu incluida!!!","Buenisima!!! con cada en la reu incluida!!!","","redpoint","spain","Barcelona"
"sport","Bollito","Los Meses","cueva de la paja","8c","2019-08-15","#FA                Brutal de buena, y no por que sea mía!!!! ja ja ja gracias a Oscar por el aseguramiento,  a Hector por ese método visionario y al tempero por bajar 10 grados!!!!!","#FA Brutal de buena, y no por que sea mía!!!! ja ja ja gracias a Oscar por el aseguramiento, a Hector por ese método visionario y al tempero por bajar 10 grados!!!!!","","redpoint","spain",""
